"ID","Region","Gender","Degree","Marital","Religion","Happy","Income","Politics","Marijuana","DeathPenalty","OwnGun","SpendMilitary","SpendEduc","SpendEnv","SpendSci","Pres04","Postlife"
3851,"South Atlantic","Female","HS","Married","Catholic","Very happy","10000-124999","Conservative","NA","Oppose","Yes","About right","Too little","About right","Too little","Bush","Yes"
3852,"South Atlantic","Female","Bachelors","Married","Protestant","Pretty happy","Refused","Moderate","NA","Favor","No","NA","NA","NA","Too little","NA","NA"
3853,"South Atlantic","Female","Left HS","Never Married","Protestant","Pretty happy","NA","Conservative","Not legal","Oppose","No","NA","NA","NA","Too much","NA","No"
3854,"South Atlantic","Female","HS","Married","None","Pretty happy","17500-19999","Liberal","NA","Oppose","No","About right","Too little","Too little","Too little","Kerry","No"
3855,"South Atlantic","Male","HS","Married","Catholic","NA","60000-74999","Moderate","NA","NA","NA","NA","NA","NA","NA","NA","NA"
3856,"South Atlantic","Female","Bachelors","Married","Protestant","Pretty happy","NA","Moderate","NA","Favor","No","NA","NA","NA","Too little","Bush","Yes"
3857,"South Atlantic","Female","HS","Divorced","Protestant","NA","12500-14999","Moderate","NA","NA","NA","NA","NA","NA","NA","Kerry","NA"
3858,"South Central","Female","Jr Col","Married","Protestant","Pretty happy","40000-49999","Moderate","NA","Favor","Yes","NA","NA","NA","Too much","Kerry","Yes"
3859,"South Central","Female","Bachelors","Married","Protestant","NA","50000-59999","Moderate","NA","NA","NA","NA","NA","NA","NA","Kerry","NA"
3860,"South Central","Male","Bachelors","Divorced","Protestant","NA","NA","Extremely liberal","NA","NA","NA","NA","NA","NA","NA","Kerry","NA"
3861,"South Central","Male","HS","Married","Protestant","NA","30000-34999","Extremely conservative","NA","NA","NA","NA","NA","NA","NA","Kerry","NA"
3862,"South Central","Female","HS","Widowed","Protestant","Very happy","4000-4999","Liberal","NA","Oppose","No","NA","NA","NA","About right","Kerry","No"
3863,"South Central","Female","Bachelors","Divorced","Protestant","Pretty happy","40000-49999","Slightly liberal","Not legal","Oppose","NA","About right","Too little","Too little","About right","Kerry","Yes"
3864,"South Central","Female","HS","Widowed","None","Pretty happy","17500-19999","Moderate","NA","Oppose","No","Too little","Too little","Too little","Too little","NA","Yes"
3865,"South Central","Male","HS","Married","Protestant","NA","NA","Moderate","NA","NA","NA","NA","NA","NA","NA","Kerry","NA"
3866,"South Central","Female","HS","Married","Protestant","Very happy","NA","Conservative","NA","Favor","Yes","NA","NA","NA","About right","Bush","Yes"
3867,"South Central","Female","Left HS","Widowed","Protestant","Not too happy","NA","Slightly liberal","Legal","Oppose","No","About right","About right","Too little","Too little","NA","Yes"
3868,"South Central","Male","HS","Divorced","Protestant","Not too happy","NA","Moderate","Not legal","Oppose","NA","Too much","About right","Too little","Too little","NA","No"
3869,"South Central","Female","HS","Divorced","Protestant","Pretty happy","12500-14999","Slightly liberal","Not legal","Oppose","NA","About right","Too little","Too much","Too much","Kerry","NA"
3870,"South Central","Female","Left HS","Never Married","Protestant","Pretty happy","NA","Moderate","NA","Oppose","No","NA","NA","NA","Too little","NA","Yes"
3871,"South Central","Female","HS","Widowed","Protestant","Very happy","NA","Conservative","Not legal","Favor","Yes","NA","NA","NA","Too little","Kerry","No"
3872,"South Central","Male","Left HS","Married","Catholic","Pretty happy","NA","Liberal","Not legal","Oppose","No","Too little","Too little","Too little","Too little","NA","No"
3873,"South Central","Male","Left HS","Married","None","Pretty happy","NA","Extremely conservative","Not legal","Oppose","Yes","Too much","Too little","Too little","Too much","NA","Yes"
3874,"South Central","Female","HS","Divorced","Protestant","Very happy","NA","Moderate","Not legal","Favor","NA","Too little","Too little","About right","About right","NA","NA"
3875,"South Central","Male","HS","Never Married","Protestant","NA","20000-22499","Moderate","NA","NA","NA","NA","NA","NA","NA","Kerry","NA"
3876,"South Central","Male","HS","Never Married","Protestant","Pretty happy","20000-22499","Moderate","Not legal","Favor","NA","About right","Too little","Too little","About right","Kerry","Yes"
3877,"South Central","Male","HS","Married","Protestant","NA","20000-22499","Moderate","NA","NA","NA","NA","NA","NA","NA","Bush","NA"
3878,"South Central","Female","HS","Never Married","Protestant","NA","NA","Extremely liberal","NA","NA","NA","NA","NA","NA","NA","Kerry","NA"
3879,"South Central","Male","Bachelors","Married","None","Very happy","NA","Slightly conservative","Not legal","Favor","Yes","NA","NA","NA","Too little","Kerry","NA"
3880,"South Central","Male","HS","Never Married","Protestant","Pretty happy","7000-7999","Slightly conservative","Not legal","Favor","Yes","NA","NA","NA","Too little","Bush","No"
3881,"South Central","Female","Graduate","Married","Protestant","Very happy","50000-59999","Moderate","NA","Favor","Yes","Too much","Too little","Too much","Too little","Kerry","NA"
3882,"South Central","Female","HS","Married","Protestant","Pretty happy","NA","Slightly liberal","Legal","Oppose","No","Too little","About right","Too little","Too much","Kerry","Yes"
3883,"South Central","Female","Jr Col","Married","Protestant","Pretty happy","Refused","Moderate","Not legal","Favor","NA","About right","About right","Too little","NA","Bush","Yes"
3884,"South Central","Female","HS","Widowed","Catholic","Very happy","NA","Liberal","Legal","Oppose","No","NA","NA","NA","Too much","Kerry","Yes"
3885,"South Central","Male","Bachelors","Married","Protestant","NA","40000-49999","Conservative","NA","NA","NA","NA","NA","NA","NA","Bush","NA"
3886,"South Central","Female","HS","Married","Protestant","Pretty happy","20000-22499","Slightly liberal","Not legal","Oppose","No","Too much","Too little","Too little","About right","Kerry","Yes"
3887,"South Central","Male","HS","Never Married","Protestant","Pretty happy","30000-34999","Extremely liberal","Not legal","Oppose","NA","Too much","Too little","Too little","Too little","NA","Yes"
3888,"South Central","Male","HS","Divorced","Protestant","NA","30000-34999","Conservative","NA","NA","NA","NA","NA","NA","NA","Bush","NA"
3889,"South Central","Male","Left HS","Married","None","Very happy","NA","Slightly conservative","Not legal","Oppose","Yes","NA","NA","NA","Too little","NA","No"
3890,"South Central","Female","Left HS","Never Married","Protestant","Pretty happy","NA","Extremely conservative","Not legal","Favor","No","NA","Too little","NA","NA","Bush","Yes"
3891,"South Central","Male","HS","Married","Protestant","Very happy","10000-124999","Moderate","Not legal","Oppose","NA","NA","NA","NA","Too little","Kerry","Yes"
3892,"South Central","Female","Left HS","Widowed","Protestant","Very happy","35000-39999","Slightly liberal","Legal","Favor","No","NA","NA","NA","About right","Kerry","NA"
3893,"South Central","Female","HS","Married","Christian","NA","12500-14999","Slightly liberal","NA","NA","NA","NA","NA","NA","NA","Bush","NA"
3894,"South Central","Male","HS","Never Married","Protestant","Not too happy","NA","Liberal","Not legal","Oppose","NA","About right","About right","Too little","About right","NA","Yes"
3895,"South Central","Male","Left HS","Never Married","Protestant","NA","NA","Slightly conservative","NA","NA","NA","NA","NA","NA","NA","NA","NA"
3896,"South Central","Male","Bachelors","Married","Protestant","Pretty happy","60000-74999","Moderate","Not legal","Oppose","NA","About right","Too little","Too little","Too little","Kerry","Yes"
3897,"South Central","Female","HS","Married","Protestant","Not too happy","10000-124999","Conservative","Not legal","Favor","NA","Too little","Too little","Too little","Too little","NA","Yes"
3898,"South Central","Male","Left HS","Separated","Protestant","NA","under 1000","Liberal","NA","NA","NA","NA","NA","NA","NA","Bush","NA"
3899,"South Central","Female","HS","Divorced","Protestant","NA","10000-124999","Slightly conservative","NA","NA","NA","NA","NA","NA","NA","NA","NA"
3900,"South Central","Male","HS","Never Married","Protestant","Pretty happy","Refused","Moderate","NA","Favor","No","NA","NA","NA","Too much","NA","No"
3901,"South Central","Male","HS","Never Married","None","Pretty happy","12500-14999","Moderate","Legal","Favor","No","NA","NA","NA","About right","NA","NA"
3902,"South Central","Female","HS","Widowed","Protestant","Not too happy","NA","Conservative","Not legal","Favor","Yes","Too little","Too little","About right","Too little","Kerry","Yes"
3903,"South Central","Male","HS","Divorced","Protestant","Not too happy","5000-5999","Extremely liberal","Not legal","Oppose","No","NA","NA","NA","Too little","Kerry","Yes"
3904,"South Central","Female","HS","Divorced","Protestant","Pretty happy","20000-22499","Moderate","NA","NA","No","About right","Too little","Too much","About right","NA","Yes"
3905,"South Central","Female","HS","Married","Protestant","NA","25000-29999","Slightly liberal","NA","NA","NA","NA","NA","NA","NA","Kerry","NA"
3906,"South Central","Male","HS","Never Married","Protestant","NA","8000-9999","Moderate","NA","NA","NA","NA","NA","NA","NA","Kerry","NA"
3907,"South Central","Male","HS","Married","Protestant","Pretty happy","35000-39999","Slightly conservative","Legal","Oppose","Yes","NA","NA","NA","Too much","Kerry","Yes"
3908,"South Central","Female","HS","Widowed","Protestant","Pretty happy","1000-2999","Moderate","Not legal","Favor","Yes","NA","NA","NA","About right","NA","Yes"
3909,"South Atlantic","Male","HS","Never Married","Protestant","Pretty happy","NA","Conservative","NA","Favor","Yes","Too little","About right","Too little","About right","Bush","No"
3910,"South Atlantic","Female","Jr Col","Widowed","Protestant","NA","NA","Extremely conservative","NA","NA","NA","NA","NA","NA","NA","NA","NA"
3911,"South Atlantic","Female","HS","Never Married","Catholic","NA","NA","Moderate","NA","NA","NA","NA","NA","NA","NA","NA","NA"
3912,"South Atlantic","Female","HS","Married","Protestant","Very happy","NA","Moderate","Not legal","Favor","NA","NA","About right","Too little","NA","NA","Yes"
3913,"South Atlantic","Male","Graduate","Married","Protestant","NA","Refused","Conservative","NA","NA","NA","NA","NA","NA","NA","Bush","NA"
3914,"South Atlantic","Female","Jr Col","Married","Protestant","Pretty happy","20000-22499","Moderate","Not legal","Favor","Yes","Too little","Too little","Too little","Too little","NA","Yes"
3915,"South Atlantic","Male","Bachelors","Divorced","Protestant","Pretty happy","90000-109999","Slightly conservative","Legal","Favor","Yes","Too much","About right","Too little","Too little","Bush","No"
3916,"South Atlantic","Male","HS","Married","Protestant","Pretty happy","90000-109999","Conservative","Not legal","Favor","NA","NA","NA","NA","About right","Bush","Yes"
3917,"South Atlantic","Male","HS","Married","Protestant","NA","30000-34999","Moderate","NA","NA","NA","NA","NA","NA","NA","Bush","NA"
3918,"South Atlantic","Female","Graduate","Never Married","Protestant","Pretty happy","NA","Conservative","Not legal","Favor","NA","Too little","Too little","Too little","Too little","Bush","Yes"
3919,"South Atlantic","Male","HS","Never Married","None","Pretty happy","8000-9999","Moderate","Legal","Favor","No","About right","Too little","About right","Too little","NA","Yes"
3920,"South Atlantic","Male","HS","Divorced","Protestant","Pretty happy","17500-19999","Moderate","Legal","Favor","NA","NA","NA","NA","Too much","NA","Yes"
3921,"South Atlantic","Female","Left HS","Married","Protestant","NA","NA","Moderate","NA","NA","NA","NA","NA","NA","NA","Bush","NA"
3922,"South Atlantic","Male","Graduate","Married","Protestant","Very happy","NA","Extremely conservative","NA","NA","No","NA","NA","NA","Too much","Bush","Yes"
3923,"South Atlantic","Female","Jr Col","Widowed","Protestant","NA","NA","Conservative","NA","NA","NA","NA","NA","NA","NA","Bush","NA"
3924,"South Atlantic","Female","HS","Never Married","Protestant","Pretty happy","NA","Conservative","NA","Favor","Yes","NA","NA","NA","About right","Bush","Yes"
3925,"South Atlantic","Female","HS","Married","Protestant","Pretty happy","NA","Moderate","Not legal","Favor","NA","NA","NA","NA","NA","Bush","Yes"
3926,"South Atlantic","Male","HS","Married","Protestant","NA","25000-29999","Moderate","NA","NA","NA","NA","NA","NA","NA","Bush","NA"
3927,"South Atlantic","Female","HS","Married","Protestant","Very happy","8000-9999","Conservative","Not legal","Favor","NA","About right","Too little","NA","NA","Bush","Yes"
3928,"South Atlantic","Female","Jr Col","Widowed","Protestant","Pretty happy","NA","Conservative","NA","Favor","Yes","Too little","Too little","About right","Too little","Bush","Yes"
3929,"South Atlantic","Male","Left HS","Never Married","Protestant","Pretty happy","NA","Liberal","NA","Favor","Yes","Too little","About right","Too little","Too little","NA","Yes"
3930,"South Atlantic","Female","HS","Married","Protestant","Very happy","25000-29999","Moderate","NA","Favor","Yes","NA","NA","NA","About right","NA","Yes"
3931,"South Atlantic","Male","Left HS","Married","Protestant","NA","NA","Conservative","NA","NA","NA","NA","NA","NA","NA","Kerry","NA"
3932,"South Atlantic","Male","Left HS","Married","Protestant","Very happy","NA","Moderate","Not legal","Favor","NA","Too much","About right","Too little","Too little","Bush","No"
3933,"South Atlantic","Female","Graduate","Married","Protestant","Very happy","50000-59999","Slightly liberal","Legal","Favor","Yes","Too much","About right","Too little","Too little","Kerry","Yes"
3934,"South Atlantic","Female","HS","Married","Protestant","Pretty happy","17500-19999","Moderate","NA","Favor","Yes","NA","NA","NA","NA","Bush","Yes"
3935,"South Atlantic","Female","HS","Never Married","Protestant","Very happy","Refused","Moderate","Not legal","Oppose","No","Too much","Too little","NA","About right","Kerry","No"
3936,"South Atlantic","Female","Left HS","Widowed","Protestant","Very happy","NA","NA","NA","Favor","Yes","NA","About right","NA","NA","NA","Yes"
