"","m.impr_post","m.impr_pre","m.click_post","m.click_pre","m.cost_post","m.cost_pre","m.conv_post","m.conv_pre","m.value_post","m.value_pre","m.cpm_pre","m.cpm_post","m.cpc_pre","m.cpc_post","m.cpa_pre","m.cpa_post","m.cpr_pre","m.cpr_post","mult.change","d.impr_post","d.impr_pre","d.click_post","d.click_pre","d.cost_post","d.cost_pre","d.conv_post","d.conv_pre","d.value_post","d.value_pre","d.cpm_pre","d.cpm_post","d.cpc_pre","d.cpc_post","d.cpa_pre","d.cpa_post","d.cpr_pre","d.cpr_post","error.cpr_pre","error.cpr_post"
"577",510,421,1,2,3.25,10.56,1,3,0,115.94,0.025083135,0.006372549,5.28,3.25,3.52,3.25,0.091081594,0,0.41,4599,3749,22,13,177.37,103.34,11,6,507.05,180.47,0.027564684,0.03856708,7.949230769,8.062272727,17.22333333,16.12454545,0.572615947,0.349807711,0.481534353,0.349807711
"578",271,374,1,6,9.14,58.15,0,7,0,191.54,0.155481283,0.033726937,9.691666667,9.14,8.307142857,0,0.303591939,0,0.15,1507,1477,18,11,146.52,104.08,8,5,312.76,283.68,0.070467163,0.097226277,9.461818182,8.14,20.816,18.315,0.366892273,0.468474229,0.063300334,0.468474229
"579",2796,1034,16,21,141.63,137.05,2,12,0,336.01,0.13254352,0.050654506,6.526190476,8.851875,11.42083333,70.815,0.407874766,0,0.12,10287,5528,53,38,502.81,353.84,31,17,1146.28,652.46,0.064008683,0.048878196,9.311578947,9.486981132,20.81411765,16.21967742,0.54231677,0.438645008,0.134442005,0.438645008
"580",2304,2913,9,12,72.39,85.67,4,7,201.71,196.38,0.029409543,0.031419271,7.139166667,8.043333333,12.23857143,18.0975,0.436246054,0.358881563,-0.07,5498,7710,29,24,274.42,216.53,7,11,230.44,380.94,0.028084306,0.049912696,9.022083333,9.462758621,19.68454545,39.20285714,0.568409723,1.190852283,0.13216367,0.83197072
"581",20139,20813,176,211,731.64,1021.93,40,55,712.12,1420.93,0.049100562,0.03632951,4.843270142,4.157045455,18.58054545,18.291,0.71919799,1.02741111,-0.03,6131,10549,21,21,61.5,69.33,3,4,69.37,51.44,0.006572187,0.01003099,3.301428571,2.928571429,17.3325,20.5,1.347783826,0.886550382,0.628585836,0.140860728
"582",5852,5251,67,59,423,356.64,17,19,382.68,595.07,0.067918492,0.07228298,6.044745763,6.313432836,18.77052632,24.88235294,0.599324449,1.105362183,0.06,26276,23571,116,107,393.05,406.12,20,22,417.72,426.69,0.017229647,0.014958517,3.795514019,3.388362069,18.46,19.6525,0.951791699,0.9409413,0.35246725,0.164420882
"583",909,2232,18,40,51.73,171.81,3,5,47,0,0.076975806,0.056908691,4.29525,2.873888889,34.362,17.24333333,0,1.100638298,-0.1,34031,31477,229,240,1740.84,1987.4,46,91,1641.5,3701.1,0.063138164,0.051154536,8.280833333,7.601921397,21.83956044,37.84434783,0.536975494,1.060517819,0.536975494,0.040120479
"584",1618,843,16,14,100.8,86.7,0,7,0,339.6,0.102846975,0.062299135,6.192857143,6.3,12.38571429,0,0.255300353,0,0.2,7559,8490,24,41,162.94,274.76,5,6,90,250.3,0.03236278,0.021555761,6.701463415,6.789166667,45.79333333,32.588,1.097722733,1.810444444,0.842422379,1.810444444
"585",1217,776,34,27,88.4,79.77,6,10,135,68.2,0.102796392,0.072637634,2.954444444,2.6,7.977,14.73333333,1.169648094,0.654814815,0.07,8322,5230,71,61,353.83,319.63,16,12,249,180.2,0.061114723,0.042517424,5.239836066,4.983521127,26.63583333,22.114375,1.773751387,1.421004016,0.604103294,0.766189201
"586",1809,1406,30,33,90.19,100.43,3,4,46,138.3,0.071429587,0.049856274,3.043333333,3.006333333,25.1075,30.06333333,0.726174982,1.960652174,-0.07,2833,7163,18,41,37.34,84.04,0,1,0,0,0.011732514,0.013180374,2.049756098,2.074444444,84.04,0,0,0,0.726174982,1.960652174
"587",1429,960,30,13,83.05,46.6,2,7,70,161.2,0.048541667,0.058117565,3.584615385,2.768333333,6.657142857,41.525,0.289081886,1.186428571,0.07,1797,2676,17,22,45.01,75.34,2,0,45,0,0.028153961,0.025047301,3.424545455,2.647647059,0,22.505,0,1.000222222,0.289081886,0.186206349
"588",7652,1147,135,18,289.92,33.43,10,4,209,182,0.029145597,0.037888134,1.857222222,2.147555556,8.3575,28.992,0.183681319,1.387177033,0.05,4907,3323,55,27,186.31,86.13,3,4,166,89.2,0.02591935,0.037968209,3.19,3.387454545,21.5325,62.10333333,0.96558296,1.122349398,0.781901641,0.264827636
"589",2411,1625,49,34,139.56,112.08,4,4,0,67,0.068972308,0.057884695,3.296470588,2.848163265,28.02,34.89,1.672835821,0,-0.14,5161,9043,31,34,71.46,77.6,2,2,191,24,0.008581223,0.013846154,2.282352941,2.30516129,38.8,35.73,3.233333333,0.374136126,1.560497512,0.374136126
"590",2167,1901,29,19,196.59,175.47,0,4,0,227.5,0.09230405,0.090719889,9.235263158,6.778965517,43.8675,0,0.771296703,0,-0.27,4828,4908,15,14,77.48,85.29,0,4,0,260.3,0.017377751,0.016048053,6.092142857,5.165333333,21.3225,0,0.327660392,0,0.443636311,0
"591",1434,3403,33,53,59.87,125.56,2,5,70,114,0.036896856,0.041750349,2.369056604,1.814242424,25.112,29.935,1.101403509,0.855285714,-0.3,190267,73194,418,292,855.29,973.23,14,15,466.3,669.75,0.013296582,0.004495209,3.332979452,2.046148325,64.882,61.09214286,1.4531243,1.834205447,0.351720791,0.978919733
"592",1738,904,35,13,144.46,32.65,12,5,409.2,137,0.036117257,0.083118527,2.511538462,4.127428571,6.53,12.03833333,0.238321168,0.353030303,0.15,14733,7518,169,175,458.76,550.45,32,38,845.4,974.1,0.073217611,0.031138261,3.145428571,2.714556213,14.48552632,14.33625,0.56508572,0.542654365,0.326764552,0.189624062
"593",12232,7270,306,214,223.51,145.14,45,27,183.94,157.61,0.019964237,0.018272564,0.678224299,0.730424837,5.375555556,4.966888889,0.920880655,1.215124497,-0.11,4329,4624,40,57,22.33,30.84,0,5,0,0,0.00666955,0.005158235,0.541052632,0.55825,6.168,0,0,0,0.920880655,1.215124497
"594",59,2282,2,53,0.65,19.84,0,5,0,15.6,0.008694128,0.011016949,0.374339623,0.325,3.968,0,1.271794872,0,-0.17,7302,2750,262,258,153.74,139.07,41,49,254.93,331.33,0.050570909,0.021054506,0.539031008,0.586793893,2.838163265,3.749756098,0.419732593,0.603067509,0.852062279,0.603067509
"595",701,3067,31,117,15.49,68.87,3,12,0,28.6,0.022455168,0.022097004,0.588632479,0.499677419,5.739166667,5.163333333,2.408041958,0,-0.28,9261,10315,45,58,23.88,31.6,0,5,0,28.6,0.0030635,0.002578555,0.544827586,0.530666667,6.32,0,1.104895105,0,1.303146853,0
"596",8427,5868,510,341,249.01,197.77,31,40,228.8,376.13,0.033703136,0.029549068,0.579970674,0.488254902,4.94425,8.032580645,0.525802249,1.08833042,0.38,45724,29337,1004,679,698.71,391.94,116,67,901.34,599.61,0.013359921,0.015281034,0.577231222,0.695926295,5.849850746,6.023362069,0.653658211,0.775190272,0.127855962,0.313140147
"597",38,940,3,52,0.88,38.84,0,3,0,0,0.041319149,0.023157895,0.746923077,0.293333333,12.94666667,0,0,0,0.07,6692,9753,110,222,74.95,161.46,6,9,0,90.13,0.016554906,0.01119994,0.727297297,0.681363636,17.94,12.49166667,1.791412404,0,1.791412404,0
"598",515,1221,15,35,3.71,11.4,0,3,0,0,0.009336609,0.007203883,0.325714286,0.247333333,3.8,0,0,0,0.07,1224,1477,23,32,10.33,12.68,6,8,30.03,56.63,0.00858497,0.008439542,0.39625,0.449130435,1.585,1.721666667,0.223909589,0.343989344,0.223909589,0.343989344
"599",132,2570,2,89,0.68,35.19,0,3,0,28.6,0.013692607,0.005151515,0.395393258,0.34,11.73,0,1.23041958,0,-0.26,4107,7585,16,64,8.09,29.2,2,0,28.6,0,0.003849703,0.001969808,0.45625,0.505625,0,4.045,0,0.282867133,1.23041958,0.282867133
"600",57,1019,7,63,3.6,36.52,0,3,0,28.6,0.035839058,0.063157895,0.57968254,0.514285714,12.17333333,0,1.276923077,0,-0.48,429,597,13,12,6.21,5.93,4,2,55.2,28.6,0.009932998,0.014475524,0.494166667,0.477692308,2.965,1.5525,0.207342657,0.1125,1.06958042,0.1125
"601",30,975,1,61,0.32,31.89,0,6,0,11,0.032707692,0.010666667,0.522786885,0.32,5.315,0,2.899090909,0,-0.32,4048,4374,106,75,62.28,38.58,19,9,51.97,15.6,0.008820302,0.015385375,0.5144,0.58754717,4.286666667,3.277894737,2.473076923,1.198383683,0.426013986,1.198383683
"602",1,392,0,33,0,16.34,0,2,0,15.6,0.041683673,0,0.495151515,0,8.17,0,1.047435897,0,-0.08,101,280,2,7,0.93,3.9,0,2,0,0,0.013928571,0.009207921,0.557142857,0.465,1.95,0,0,0,1.047435897,0
"603",804,1373,27,47,16.09,31.03,0,7,0,48.53,0.022600146,0.020012438,0.660212766,0.595925926,4.432857143,0,0.63939831,0,-0.01,1075,1364,23,26,12.72,14.87,0,2,0,0,0.01090176,0.011832558,0.571923077,0.553043478,7.435,0,0,0,0.63939831,0
"604",2927,9427,164,451,75.57,243.64,12,33,117.74,227.81,0.025844914,0.025818244,0.540221729,0.460792683,7.383030303,6.2975,1.069487731,0.641837948,-0.12,39535,31211,446,336,302.63,173.05,44,30,228.8,260.23,0.00554452,0.007654736,0.515029762,0.678542601,5.768333333,6.877954545,0.664988664,1.322683566,0.404499067,0.680845618
"605",848,1259,88,60,30.98,26.73,9,9,57.2,28.6,0.021231136,0.036533019,0.4455,0.352045455,2.97,3.442222222,0.934615385,0.541608392,-0.11,5882,2623,20,14,11.4,6.62,0,0,0,0,0.002523828,0.001938116,0.472857143,0.57,0,0,0,0,0.934615385,0.541608392
"606",335,729,41,87,19.17,60.32,4,7,0,28.6,0.082743484,0.057223881,0.693333333,0.467560976,8.617142857,4.7925,2.109090909,0,-0.04,439,567,20,25,10.56,14.09,0,6,0,0,0.024850088,0.02405467,0.5636,0.528,2.348333333,0,0,0,2.109090909,0
"607",834,1319,21,36,19.29,35.58,4,7,31.2,15.6,0.026974981,0.023129496,0.988333333,0.918571429,5.082857143,4.8225,2.280769231,0.618269231,-0.2,29,142,0,5,0,2.66,0,0,0,0,0.018732394,0,0.532,0,0,0,0,0,2.280769231,0.618269231
"608",2488,1580,98,52,62.74,26.85,3,8,0,48.73,0.016993671,0.025217042,0.516346154,0.640204082,3.35625,20.91333333,0.55099528,0,0.19,2498,2796,44,55,18.52,24.27,6,4,0,29.75,0.008680258,0.007413931,0.441272727,0.420909091,6.0675,3.086666667,0.815798319,0,0.264803039,0
"609",3175,4252,181,210,111.5,150.47,13,24,32.93,143,0.035388053,0.03511811,0.71652381,0.616022099,6.269583333,8.576923077,1.052237762,3.38597024,-0.35,523,623,15,15,6.1,7.27,0,5,0,28.6,0.011669342,0.01166348,0.484666667,0.406666667,1.454,0,0.254195804,0,0.798041958,3.38597024
"610",15,1321,0,52,0,27.4,0,3,0,28.6,0.020741862,0,0.526923077,0,9.133333333,0,0.958041958,0,-0.04,10662,9894,44,77,20.5,36.55,3,6,28.6,28.6,0.003694158,0.001922716,0.474675325,0.465909091,6.091666667,6.833333333,1.277972028,0.716783217,0.31993007,0.716783217
"611",3103,12854,208,757,68.88,441.56,10,46,57.2,415.01,0.034351953,0.022197873,0.58330251,0.331153846,9.599130435,6.888,1.063974362,1.204195804,-0.14,33671,31421,397,295,193.5,118.29,41,32,383.8,327.59,0.00376468,0.005746785,0.400983051,0.487405542,3.6965625,4.719512195,0.361091608,0.504168838,0.702882754,0.700026966
"612",4198,4361,435,444,259.54,281.01,31,49,306.15,376.13,0.064437056,0.061824678,0.632905405,0.596643678,5.734897959,8.372258065,0.747108712,0.847754369,0.02,4006,3080,122,86,84.08,48.86,25,10,171.6,85.8,0.015863636,0.020988517,0.568139535,0.689180328,4.886,3.3632,0.569463869,0.48997669,0.177644843,0.357777679
"613",4,1052,0,95,0,37.88,0,2,0,26.6,0.036007605,0,0.398736842,0,18.94,0,1.42406015,0,-0.17,7455,7470,481,542,167.42,202.23,26,42,167.44,85.8,0.027072289,0.022457411,0.373118081,0.348066528,4.815,6.439230769,2.356993007,0.999880554,0.932932857,0.999880554
"614",1,934,0,30,0,10.85,0,2,0,0,0.011616702,0,0.361666667,0,5.425,0,0,0,0.1,481444,240342,3491,2452,2236.06,1382.75,368,254,1965.08,1656.59,0.00575326,0.004644486,0.563927406,0.640521341,5.443897638,6.07625,0.834696575,1.137897694,0.834696575,1.137897694
"615",559,1753,19,46,11.34,28.4,0,7,0,28.6,0.016200799,0.020286225,0.617391304,0.596842105,4.057142857,0,0.993006993,0,-0.21,1021,1312,9,6,4.43,2.51,2,0,0,0,0.00191311,0.004338883,0.418333333,0.492222222,0,2.215,0,0,0.993006993,0
"616",271,1480,9,47,3.96,43.53,0,7,0,28.6,0.029412162,0.014612546,0.926170213,0.44,6.218571429,0,1.522027972,0,-0.04,1750,1888,34,34,17.01,17.41,0,2,0,0,0.009221398,0.00972,0.512058824,0.500294118,8.705,0,0,0,1.522027972,0
"617",2691,1207,30,19,71.03,40.85,8,3,180,72,0.033844242,0.026395392,2.15,2.367666667,13.61666667,8.87875,0.567361111,0.394611111,0.07,3256,2580,20,18,37.11,35.63,1,2,0,72,0.013810078,0.01139742,1.979444444,1.8555,17.815,37.11,0.494861111,0,0.0725,0.394611111
"618",1181,762,101,61,79.7,32.41,14,13,77.42,105,0.042532808,0.067485182,0.531311475,0.789108911,2.493076923,5.692857143,0.308666667,1.029449755,0.4,480,752,21,44,16.35,26.17,0,11,0,50.1,0.034800532,0.0340625,0.594772727,0.778571429,2.379090909,0,0.522355289,0,0.213688623,1.029449755
"619",0,475,0,35,0,121.31,0,6,0,326.83,0.255389474,0,3.466,0,20.21833333,0,0.371171557,0,0.15,0,286,0,1,0,1.83,0,0,0,0,0.006398601,0,1.83,0,0,0,0,0,0.371171557,0
"620",0,146,0,2,0,9.14,0,5,0,0,0.06260274,0,4.57,0,1.828,0,0,0,0,0,364,0,8,0,26.15,0,2,0,86.5,0.071840659,0,3.26875,0,13.075,0,0.302312139,0,0.302312139,0
"621",0,152,0,11,0,13.57,0,7,0,62.27,0.089276316,0,1.233636364,0,1.938571429,0,0.217921953,0,0,0,73,0,3,0,4.09,0,0,0,0,0.056027397,0,1.363333333,0,0,0,0,0,0.217921953,0
"622",0,4714,0,63,0,85.79,0,22,0,30.85,0.018198982,0,1.361746032,0,3.899545455,0,2.780875203,0,-1.06,0,16582,0,82,0,73.93,0,10,0,115.35,0.004458449,0,0.901585366,0,7.393,0,0.640918942,0,2.13995626,0
"623",0,371,0,3,0,4.31,0,3,0,0,0.011617251,0,1.436666667,0,1.436666667,0,0,0,0,0,6511,0,30,0,65.31,0,6,0,189.68,0.010030717,0,2.177,0,10.885,0,0.344316744,0,0.344316744,0
"624",0,764,0,14,0,19.8,0,8,0,11.25,0.02591623,0,1.414285714,0,2.475,0,1.76,0,-0.59,0,3142,0,6,0,6.3,0,0,0,0,0.002005092,0,1.05,0,0,0,0,0,1.76,0
"625",0,827,0,15,0,7.57,0,3,0,0,0.009153567,0,0.504666667,0,2.523333333,0,0,0,0,0,12767,0,83,0,78.93,0,12,0,111.88,0.006182345,0,0.950963855,0,6.5775,0,0.705488023,0,0.705488023,0
"626",9321,2489,147,37,538.92,69.24,13,4,365,120,0.027818401,0.057817831,1.871351351,3.666122449,17.31,41.45538462,0.577,1.476493151,-0.07,26135,21238,633,724,1467.43,2381.24,38,53,1105,1260,0.112121669,0.056148077,3.289005525,2.31821485,44.9290566,38.61657895,1.889873016,1.32799095,1.312873016,0.1485022
"627",1885,1718,54,49,63.37,56.93,31,12,169.74,87.8,0.033137369,0.033618037,1.161836735,1.173518519,4.744166667,2.044193548,0.648405467,0.37333569,0.17,2958,3028,56,47,57.48,51.37,15,27,163.8,333.55,0.016964993,0.019432049,1.092978723,1.026428571,1.902592593,3.832,0.154009894,0.350915751,0.494395573,0.022419939
"628",679,801,31,16,19.41,12.55,5,3,0,0,0.015667915,0.028586156,0.784375,0.626129032,4.183333333,3.882,0,0,0,2501,2570,68,98,60.54,81.5,24,47,173,316.39,0.031712062,0.024206317,0.831632653,0.890294118,1.734042553,2.5225,0.257593476,0.349942197,0.257593476,0.349942197
"629",2705,3980,29,36,106.85,172.28,3,3,14.71,0,0.043286432,0.039500924,4.785555556,3.684482759,57.42666667,35.61666667,0,7.263766145,-0.23,36088,32431,156,129,520.48,493.19,19,23,93.54,227.03,0.015207363,0.014422523,3.823178295,3.336410256,21.44304348,27.39368421,2.172356076,5.564250588,2.172356076,1.699515557
"630",332,1755,0,16,0,39.41,0,3,0,14.43,0.02245584,0,2.463125,0,13.13666667,0,2.731115731,0,-0.52,6191,5611,25,17,76.28,47.41,3,1,62.04,53.32,0.008449474,0.012321111,2.788823529,3.0512,47.41,25.42666667,0.88915979,1.229529336,1.841955941,1.229529336
"631",847,999,21,24,85.32,88.18,2,7,17.9,51.92,0.088268268,0.100731995,3.674166667,4.062857143,12.59714286,42.66,1.698382126,4.766480447,-0.5,479,632,3,1,8.55,2.26,1,0,0,0,0.003575949,0.017849687,2.26,2.85,0,8.55,0,0,1.698382126,4.766480447
"632",1394,950,22,30,140.45,203.21,7,8,76.51,226.78,0.213905263,0.100753228,6.773666667,6.384090909,25.40125,20.06428571,0.896066673,1.835707751,0.13,3057,2887,9,17,31.5,84.61,4,5,0,38.61,0.029307239,0.01030422,4.977058824,3.5,16.922,7.875,2.191401191,0,1.295334519,1.835707751
"633",274,259,18,9,52.88,17.88,0,4,0,228.61,0.069034749,0.192992701,1.986666667,2.937777778,4.47,0,0.078211802,0,0.81,3140,3649,82,108,145.5,191.2,34,27,890.76,556.05,0.052397917,0.04633758,1.77037037,1.774390244,7.081481481,4.279411765,0.34385397,0.163343662,0.265642168,0.163343662
"634",270,223,11,14,33.98,34.21,0,5,0,97.18,0.153408072,0.125851852,2.443571429,3.089090909,6.842,0,0.352027166,0,-0.1,269,276,4,7,9.78,13.68,1,0,0,0,0.049565217,0.036356877,1.954285714,2.445,0,9.78,0,0,0.352027166,0
"635",1948,1625,71,55,142.36,100.32,9,5,144.81,182.5,0.061735385,0.073080082,1.824,2.005070423,20.064,15.81777778,0.54969863,0.983081279,0.46,5297,4689,99,82,219.23,170.23,14,10,257.15,201.68,0.036304116,0.041387578,2.07597561,2.214444444,17.023,15.65928571,0.844059897,0.85253743,0.294361267,0.130543849
"636",890,472,17,11,63.26,23.84,2,5,43.41,70.97,0.050508475,0.071078652,2.167272727,3.721176471,4.768,31.63,0.335916584,1.457267911,0.4,2307,2108,33,55,81.65,128.27,4,7,43.41,229.57,0.060849146,0.035392284,2.332181818,2.474242424,18.32428571,20.4125,0.558740254,1.880903018,0.222823669,0.423635107
"637",1025,1290,29,30,84.25,84.39,5,3,43.43,0,0.065418605,0.082195122,2.813,2.905172414,28.13,16.85,0,1.939903293,0,13810,13252,270,257,795.49,699.35,48,48,947.73,939.7,0.052773166,0.057602462,2.721206226,2.946259259,14.56979167,16.57270833,0.744226881,0.839363532,0.744226881,1.100539761
"638",1161,1217,38,53,53.74,76,0,5,0,141.03,0.062448644,0.046287683,1.433962264,1.414210526,15.2,0,0.538892434,0,-0.1,2925,3750,94,134,153.58,219.86,13,11,341.84,212.8,0.058629333,0.052505983,1.640746269,1.633829787,19.98727273,11.81384615,1.033176692,0.449274514,0.494284257,0.449274514
"639",908,1159,10,14,11.96,22.91,0,3,0,28.59,0.019767041,0.013171806,1.636428571,1.196,7.636666667,0,0.801329136,0,-0.08,59074,53975,318,302,613.75,581.34,54,37,1274.13,580.35,0.010770542,0.010389511,1.924966887,1.930031447,15.71189189,11.36574074,1.001705867,0.481701239,0.200376731,0.481701239
"640",278,2184,4,46,4.5,115.72,2,4,13.75,105.47,0.052985348,0.01618705,2.515652174,1.125,28.93,2.25,1.097184033,0.327272727,0,34431,33924,515,502,1340.25,1211.14,86,110,1791.6,2666.56,0.035701568,0.038925677,2.412629482,2.602427184,11.01036364,15.58430233,0.454195668,0.748074347,0.642988366,0.42080162
"641",782,1176,14,25,19.55,46.46,0,3,0,64.38,0.039506803,0.025,1.8584,1.396428571,15.48666667,0,0.721652687,0,0.03,14606,5256,67,30,120.35,49.39,1,3,0,0,0.00939688,0.008239764,1.646333333,1.796268657,16.46333333,120.35,0,0,0.721652687,0
"642",1463,1508,18,9,57.66,23.54,4,4,117.7,28.59,0.01561008,0.039412167,2.615555556,3.203333333,5.885,14.415,0.823364813,0.48988955,0,2682,4957,5,40,11.23,85.94,1,6,0,58.27,0.017337099,0.004187174,2.1485,2.246,14.32333333,11.23,1.474858418,0,0.651493605,0.48988955
"643",115,2307,3,36,2.01,100.09,0,3,0,43.43,0.043385349,0.017478261,2.780277778,0.67,33.36333333,0,2.304628137,0,-0.43,8584,8837,87,91,244.74,251.93,22,22,478.34,357.72,0.028508544,0.028511184,2.768461538,2.813103448,11.45136364,11.12454545,0.704265906,0.511644437,1.600362231,0.511644437
"644",218,1508,6,55,17.67,148.94,0,11,0,56.09,0.098766578,0.081055046,2.708,2.945,13.54,0,2.65537529,0,-0.98,8744,6594,85,72,212.8,172.61,32,19,597.87,307.92,0.026176827,0.024336688,2.397361111,2.503529412,9.084736842,6.65,0.56056768,0.355930219,2.09480761,0.355930219
"645",3197,2890,60,87,147.62,212.17,3,2,49.54,0,0.073415225,0.046174539,2.438735632,2.460333333,106.085,49.20666667,0,2.979814291,-0.3,12531,12222,125,126,194.39,212.36,6,8,101.7,86.86,0.017375225,0.015512728,1.685396825,1.55512,26.545,32.39833333,2.444853788,1.911406096,2.444853788,1.068408195
"646",9064,9828,233,243,340.81,377.48,26,29,466.12,463.64,0.038408628,0.037600397,1.553415638,1.462703863,13.01655172,13.10807692,0.814166163,0.731163649,-0.02,23736,23698,423,435,752.91,695.43,54,67,578.2,1169.48,0.029345514,0.031720172,1.598689655,1.779929078,10.37955224,13.94277778,0.594648904,1.302161882,0.21951726,0.570998233
"647",2565,1176,31,16,79.39,43.71,0,9,0,175.8,0.037168367,0.030951267,2.731875,2.560967742,4.856666667,0,0.248634812,0,-0.03,2876,1075,4,4,5.68,9.43,0,0,0,0,0.008772093,0.001974965,2.3575,1.42,0,0,0,0,0.248634812,0
"648",1538,3087,23,56,31.02,113.47,0,9,0,145.09,0.03675737,0.020169051,2.02625,1.348695652,12.60777778,0,0.782066304,0,-0.59,43644,43766,391,411,781.7,784.08,60,44,1299.08,1081.09,0.017915277,0.017910824,1.907737226,1.999232737,17.82,13.02833333,0.725268017,0.601733535,0.056798287,0.601733535
"649",60,143,0,7,0,6.79,0,4,0,22,0.047482517,0,0.97,0,1.6975,0,0.308636364,0,0.1,576,675,4,11,4.22,10.63,5,2,0,22,0.015748148,0.007326389,0.966363636,1.055,5.315,0.844,0.483181818,0,0.174545455,0
"650",279,1035,4,22,25.17,174.84,4,18,18,266.97,0.168927536,0.090215054,7.947272727,6.2925,9.713333333,6.2925,0.654905046,1.398333333,0.1,1283,2784,13,51,79.18,297.5,2,32,9,324.45,0.106860632,0.061714731,5.833333333,6.090769231,9.296875,39.59,0.916936354,8.797777778,0.262031308,7.399444444
"651",17042,25285,142,244,743.56,1822.74,47,99,392.17,899.47,0.072087799,0.043631029,7.470245902,5.236338028,18.41151515,15.82042553,2.026460026,1.896014484,-0.75,48567,43853,146,203,738.89,1143.53,101,121,991.83,1259.79,0.026076437,0.015213828,5.633152709,5.060890411,9.450661157,7.315742574,0.907714778,0.744976458,1.118745249,1.151038026
"652",19565,25267,254,299,1810.51,2199.17,143,166,1142.05,1556.92,0.087037242,0.092538206,7.355083612,7.127992126,13.24801205,12.66090909,1.412513167,1.585315879,-0.18,52811,73252,195,260,1298.07,1690.49,105,186,1136.25,1943.56,0.023077732,0.024579538,6.501884615,6.656769231,9.088655914,12.36257143,0.869790488,1.142415842,0.542722679,0.442900038
"653",473,805,6,9,37.92,65.84,3,6,0,27,0.08178882,0.080169133,7.315555556,6.32,10.97333333,12.64,2.438518519,0,-0.11,4763,3623,59,46,486.67,350.12,45,42,430.44,431.63,0.096638145,0.102177199,7.611304348,8.248644068,8.336190476,10.81488889,0.811157705,1.13063377,1.627360814,1.13063377
"654",431,1224,7,37,8.85,40.27,2,8,20.75,17,0.032900327,0.020533643,1.088378378,1.264285714,5.03375,4.425,2.368823529,0.426506024,-1.25,2005,1880,25,32,18.69,23.34,4,10,0,43.28,0.012414894,0.009321696,0.729375,0.7476,2.334,4.6725,0.539279113,0,1.829544417,0.426506024
"655",254,706,18,47,11.13,40.77,2,4,0,26.28,0.057747875,0.043818898,0.867446809,0.618333333,10.1925,5.565,1.551369863,0,-0.9,355,542,11,21,6.99,15.5,2,9,0,76.1,0.028597786,0.019690141,0.738095238,0.635454545,1.722222222,3.495,0.203679369,0,1.347690494,0
