"ID","Region","Gender","Race","Education","Marital","Religion","Happy","Income","PolParty","Politics","Marijuana","DeathPenalty","OwnGun","GunLaw","SpendMilitary","SpendEduc","SpendEnv","SpendSci","Pres00","Postlife"
2137,"South Central","Female","White","HS","Married","Protestant","Pretty happy",NA,"Strong Rep","Moderate","Not legal","Favor",NA,NA,"About right","Too little","About right","About right","Bush","Yes"
2138,"North Central","Female","White","HS","Married","Protestant","Not too happy","30000-34999","Ind","Moderate","Not legal","Favor",NA,NA,"About right","Too little","Too much","About right","Gore","Yes"
2139,"North Central","Male","White","HS","Married","Protestant","Very happy","50000-59999","Ind, Near Dem","Moderate","Legal","Favor","Yes","Favor",NA,NA,NA,NA,"Gore","Yes"
2140,"North Central","Male","White","Graduate","Married","Protestant",NA,"40000-49999","Strong Rep",NA,NA,NA,NA,NA,"About right","About right","About right","About right","Bush",NA
2141,"North Central","Female","White","HS","Married","Catholic",NA,"1000-2999","Not Str Rep",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bush",NA
2142,"North Central","Female","White","HS","Married","Inter-nondenominational","Very happy",NA,"Not Str Rep","Slightly liberal","Legal","Favor",NA,NA,NA,NA,NA,NA,NA,"Yes"
2143,"North Central","Female","White","HS","Never Married","Christian","Pretty happy","35000-39999","Not Str Dem","Moderate","Not legal","Favor","Yes","Favor","About right","About right","About right","About right",NA,"Yes"
2144,"North Central","Female","White","HS","Married","Protestant",NA,"10000-124999","Not Str Rep",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bush",NA
2145,"North Central","Male","White","Bachelors","Married","None",NA,"40000-49999","Other party",NA,NA,NA,NA,NA,"About right","About right","Too little","Too little","Other",NA
2146,"North Central","Male","White","Jr Col","Married","Catholic","Pretty happy","30000-34999","Not Str Dem","Slightly liberal",NA,"Favor","No","Favor","About right","Too little","About right","About right",NA,"Yes"
2147,"North Central","Male","White","HS","Married","Protestant",NA,"50000-59999","Ind, Near Dem",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2148,"North Central","Female","White","HS","Married","Protestant",NA,NA,"Ind",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bush",NA
2149,"North Central","Female","White","HS","Divorced","Protestant",NA,"25000-29999","Ind, Near Dem",NA,NA,NA,NA,NA,"Too little","Too little","Too little","Too much","Gore",NA
2150,"North Central","Male","White","HS","Married","Protestant","Pretty happy","40000-49999","Not Str Rep","Moderate",NA,"Favor","Yes","Favor",NA,NA,NA,NA,"Gore","No"
2151,"North Central","Female","White","HS","Widowed","Protestant","Very happy","40000-49999","Not Str Rep","Conservative","Not legal","Favor",NA,NA,"Too little","Too much","About right","About right","Bush","Yes"
2152,"North Central","Male","White","HS","Married","Protestant","Pretty happy","50000-59999","Not Str Rep","Conservative","Legal","Favor","Yes","Oppose",NA,NA,NA,NA,"Bush","Yes"
2153,"North Central","Female","White","HS","Married","Catholic",NA,"under 1000","Other party",NA,NA,NA,NA,NA,"Too much","Too little","Too little","Too much",NA,NA
2154,"North Central","Male","White","Jr Col","Married","Catholic",NA,"30000-34999","Not Str Rep",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bush",NA
2155,"North Central","Female","White","HS","Married","Protestant","Pretty happy","3000-3999","Not Str Rep","Slightly conservative","Not legal","Favor",NA,NA,"Too little","Too much","About right","Too little","Bush","Yes"
2156,"North Central","Male","White","Left HS","Married","Protestant","Very happy","35000-39999","Ind","Moderate","Not legal","Favor","No","Favor",NA,NA,NA,NA,NA,"No"
2157,"North Central","Female","White","HS","Married","Protestant",NA,NA,"Strong Rep",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bush",NA
2158,"North Central","Female","White","HS","Divorced","Catholic","Pretty happy","20000-22499","Not Str Rep","Moderate",NA,"Favor","No","Favor","Too little","Too little","Too little","Too little",NA,"Yes"
2159,"North Central","Female","White","HS","Divorced","None","Not too happy","22500-24999","Not Str Dem","Slightly liberal","Legal","Favor",NA,NA,NA,NA,NA,NA,"Gore","Yes"
2160,"North Central","Male","White","HS","Never Married","Protestant","Pretty happy",NA,"Ind, Near Rep","Moderate","Legal","Oppose","No","Oppose","About right","About right","Too little","About right",NA,"Yes"
2161,"North Central","Male","White","Left HS","Never Married","None",NA,"under 1000","Ind",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2162,"North Central","Female","White","HS","Widowed","Catholic","Very happy",NA,"Strong Rep","Extremely conservative","Not legal","Oppose",NA,NA,NA,NA,NA,NA,"Bush","Yes"
2163,"North Central","Male","White","Left HS","Married","Protestant","Pretty happy",NA,"Strong Dem","Moderate","Not legal","Favor","Yes","Favor","About right","About right","About right","About right","Gore","Yes"
2164,"North Central","Male","White","HS","Married","None",NA,"35000-39999","Ind",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2165,"North Central","Female","White","HS","Married","Catholic",NA,"under 1000","Ind, Near Dem",NA,NA,NA,NA,NA,"About right","Too little","Too little","Too little",NA,NA
2166,"North Central","Female","White","HS","Married","Protestant","Very happy","10000-124999","Not Str Dem","Moderate",NA,"Favor","Yes","Favor",NA,NA,NA,NA,NA,"Yes"
2167,"North Central","Female","White","HS","Married","Catholic","Pretty happy","12500-14999","Strong Dem","Slightly liberal","Legal","Oppose",NA,NA,"About right","Too little","Too little","Too little","Gore","Yes"
2168,"North Central","Female","White","Jr Col","Divorced","Protestant","Pretty happy","8000-9999","Ind","Moderate","Not legal","Favor","No","Favor",NA,NA,NA,NA,NA,"No"
2169,"North Central","Female","White","HS","Widowed","Protestant",NA,NA,"Not Str Rep",NA,NA,NA,NA,NA,"Too little","Too little","Too little","Too little","Gore",NA
2170,"North Central","Male","White","HS","Never Married","Protestant",NA,"10000-124999","Strong Dem",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2171,"North Central","Male","White","HS","Married","Protestant","Pretty happy","50000-59999","Not Str Dem","Liberal",NA,"Favor","Yes","Favor",NA,NA,NA,NA,"Gore",NA
2172,"North Central","Female","White","HS","Married","None","Very happy","130000-149999","Ind","Moderate","Legal","Favor",NA,NA,"About right","Too little","Too little","Too little",NA,"Yes"
2173,"North Central","Male","White","HS","Married","Protestant","Very happy",NA,"Not Str Dem","Liberal","Not legal","Favor","Yes","Favor",NA,NA,NA,NA,"Gore",NA
2174,"North Central","Female","White","Jr Col","Never Married","Protestant",NA,NA,"Strong Dem",NA,NA,NA,NA,NA,"About right","Too little","Too little","About right","Bush",NA
2175,"North Central","Male","White","Left HS","Married","Protestant",NA,"25000-29999","Strong Dem",NA,NA,NA,NA,NA,"Too much","Too little","Too little","About right","Gore",NA
2176,"North Central","Male","White","Bachelors","Divorced","Catholic","Pretty happy",NA,"Ind","Moderate","Not legal","Favor",NA,NA,NA,NA,NA,NA,"Bush","Yes"
2177,"North Central","Female","White","HS","Married","Protestant",NA,"10000-124999","Ind, Near Rep",NA,NA,NA,NA,NA,"About right","Too little","Too little","Too little","Bush",NA
2178,"South Central","Female","White","Jr Col","Married","Protestant",NA,NA,"Not Str Dem",NA,NA,NA,NA,NA,"About right","Too little","About right","Too little","Bush",NA
2179,"South Central","Male","White","HS","Married","Protestant","Very happy","17500-19999","Not Str Rep","Moderate","Not legal","Favor","Yes","Favor",NA,NA,NA,NA,"Bush","Yes"
2180,"South Central","Female","White","Left HS","Divorced","Protestant",NA,NA,"Not Str Dem",NA,NA,NA,NA,NA,"About right","Too little","About right","About right","Bush",NA
2181,"South Central","Male","White","HS","Divorced","Catholic",NA,"30000-34999","Ind, Near Rep",NA,NA,NA,NA,NA,"About right","Too little","About right","Too little","Bush",NA
2182,"South Central","Male","White","Left HS","Widowed","Protestant","Pretty happy",NA,"Not Str Dem","Liberal",NA,"Favor","Yes","Favor",NA,NA,NA,NA,"Gore","No"
2183,"South Central","Male","White","HS","Married","Protestant","Very happy","110000-129999","Not Str Rep","Moderate","Not legal","Favor","Yes","Oppose",NA,NA,NA,NA,"Bush","Yes"
2184,"South Central","Male","White","HS","Married","Protestant",NA,"75000-89999","Ind, Near Rep",NA,NA,NA,NA,NA,"Too little","Too little","Too little","About right","Bush",NA
2185,"South Central","Female","White","HS","Divorced","Protestant",NA,"1000-2999","Ind, Near Rep",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bush",NA
2186,"South Central","Female","Black","HS","Never Married","Protestant","Pretty happy","17500-19999","Ind","Slightly liberal","Not legal","Favor",NA,NA,NA,NA,NA,NA,NA,"Yes"
2187,"South Central","Female","White","HS","Married","Protestant",NA,"130000-149999","Strong Rep",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bush",NA
2188,"South Central","Female","White","Left HS","Married","Protestant","Very happy","17500-19999","Ind","Extremely liberal",NA,NA,"Yes","Favor",NA,NA,NA,NA,NA,"Yes"
2189,"South Central","Female","Black","Left HS","Widowed","Protestant","Pretty happy",NA,"Strong Dem","Extremely conservative","Legal","Oppose",NA,NA,"About right","About right","Too little","About right","Gore","Yes"
2190,"South Central","Female","White","HS","Married","Protestant","Pretty happy","4000-4999","Not Str Rep","Moderate","Not legal","Favor","Yes","Oppose",NA,NA,NA,NA,"Bush","Yes"
2191,"South Central","Male","White","HS","Never Married","Protestant",NA,"4000-4999","Strong Rep",NA,NA,NA,NA,NA,"Too little","Too little","Too little","Too little","Bush",NA
2192,"South Central","Female","Black","HS","Widowed","Protestant",NA,NA,"Not Str Dem",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gore",NA
2193,"South Central","Female","White","HS","Divorced","Protestant",NA,"20000-22499","Ind",NA,NA,NA,NA,NA,"Too little","Too little","About right","About right","Bush",NA
2194,"North Central","Male","Other","HS","Married","Other","Very happy","25000-29999","Ind, Near Dem","Moderate","Legal","Favor",NA,NA,NA,NA,NA,NA,NA,"Yes"
2195,"North Central","Male","White","HS","Married","Protestant",NA,"40000-49999","Ind",NA,NA,NA,NA,NA,"About right","Too little","About right","About right",NA,NA
2196,"North Central","Male","White","Left HS","Never Married","Jewish",NA,NA,"Ind, Near Dem",NA,NA,NA,NA,NA,"About right","Too little","Too little","About right",NA,NA
2197,"North Central","Female","White","Bachelors","Married","Catholic",NA,"20000-22499","Not Str Dem",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2198,"North Central","Female","White","Bachelors","Married","Protestant",NA,"20000-22499","Ind, Near Dem",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2199,"North Central","Male","White","Left HS","Widowed","Catholic","Pretty happy",NA,"Ind","Moderate","Not legal","Oppose",NA,NA,NA,NA,NA,NA,NA,"Yes"
2200,"North Central","Female","White","Jr Col","Married","Protestant","Pretty happy","25000-29999","Strong Rep","Conservative","Not legal","Favor","Yes","Favor","About right","Too little","About right","About right","Bush","Yes"
2201,"North Central","Female","White","HS","Married","Protestant",NA,"4000-4999","Not Str Rep",NA,NA,NA,NA,NA,"About right","Too little","Too little","Too much",NA,NA
2202,"North Central","Female","White","HS","Never Married","Protestant","Pretty happy","under 1000","Ind","Moderate",NA,"Favor","No","Favor",NA,NA,NA,NA,NA,"Yes"
2203,"North Central","Female","White","Left HS","Never Married","None","Very happy","8000-9999","Ind","Extremely liberal","Legal","Favor",NA,NA,"Too much","Too little","Too little","Too little",NA,"Yes"
2204,"North Central","Male","White","HS","Separated","None","Pretty happy","3000-3999","Ind, Near Dem","Liberal","Legal","Favor","No","Oppose",NA,NA,NA,NA,"Bush","Yes"
2205,"North Central","Female","White","Bachelors","Married","Protestant",NA,"25000-29999","Ind",NA,NA,NA,NA,NA,"About right","Too little","Too little","Too little","Bush",NA
2206,"North Central","Female","White","Left HS","Married","Protestant",NA,"17500-19999","Not Str Rep",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bush",NA
2207,"North Central","Female","White","Bachelors","Never Married","Protestant",NA,"25000-29999","Strong Rep",NA,NA,NA,NA,NA,"About right","Too little","About right","Too much","Bush",NA
2208,"Mountain","Female","White","HS","Never Married","Protestant",NA,"12500-14999","Ind",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2209,"Mountain","Female","White","Bachelors","Married","Protestant","Pretty happy","22500-24999","Not Str Rep","Slightly conservative",NA,"Favor","Yes","Oppose","About right","Too little","Too much","Too little","Bush","Yes"
2210,"Mountain","Female","White","Left HS","Never Married","Catholic",NA,NA,"Strong Rep",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2211,"Mountain","Female","White","HS","Never Married","Protestant",NA,"3000-3999","Not Str Rep",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bush",NA
2212,"Mountain","Male","White","HS","Married","Protestant","Very happy","25000-29999","Ind","Conservative","Not legal","Favor",NA,NA,NA,NA,NA,NA,NA,"Yes"
2213,"Mountain","Female","White","HS","Divorced","Protestant","Pretty happy","15000-17499","Ind, Near Rep","Moderate","Not legal","Oppose","No","Favor","Too little","Too little","Too little","Too much","Bush","Yes"
2214,"Mountain","Female","White","Left HS","Widowed","Catholic",NA,NA,"Not Str Dem",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2215,"Mountain","Female","White","Bachelors","Divorced","Protestant",NA,"35000-39999","Strong Dem",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gore",NA
2216,"Mountain","Female","White","HS","Married","Protestant",NA,"10000-124999","Not Str Dem",NA,NA,NA,NA,NA,"Too little","Too little","About right","Too little","Bush",NA
2217,"Mountain","Male","White","HS","Married","Catholic","Pretty happy","22500-24999","Ind, Near Rep","Moderate",NA,"Favor","Yes","Oppose",NA,NA,NA,NA,NA,"No"
2218,"Mountain","Female","White","Jr Col","Never Married","Protestant","Pretty happy",NA,"Ind, Near Dem","Slightly conservative","Not legal","Favor",NA,NA,"Too little","Too little","Too little","Too little",NA,NA
2219,"Mountain","Male","White","Left HS","Married","Catholic","Very happy","30000-34999","Not Str Rep","Moderate","Not legal","Favor","Yes","Oppose",NA,NA,NA,NA,"Bush","No"
2220,"Mountain","Male","White","HS","Married","Catholic",NA,"30000-34999","Not Str Rep",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bush",NA
2221,"Mountain","Male","White","HS","Married","Protestant",NA,"20000-22499","Ind, Near Rep",NA,NA,NA,NA,NA,"Too little","About right","Too much","About right","Bush",NA
2222,"Mountain","Female","White","Left HS","Married","Catholic","Not too happy",NA,"Ind","Conservative","Not legal","Favor",NA,NA,"Too much","Too little","Too little","About right",NA,"Yes"
2223,"Mountain","Male","White","HS","Never Married","None",NA,"15000-17499","Not Str Rep",NA,NA,NA,NA,NA,"About right","Too little","Too much","Too little",NA,NA
2224,"Mountain","Female","White","Left HS","Married","Protestant",NA,"130000-149999","Ind, Near Dem",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bush",NA
2225,"Mountain","Male","White","HS","Never Married","Other","Pretty happy","12500-14999","Ind, Near Dem","Moderate",NA,"Favor","No","Favor","Too little","About right","Too little","About right",NA,"Yes"
2226,"Mountain","Male","White","Bachelors","Married","Protestant","Pretty happy","17500-19999","Strong Rep","Conservative","Legal","Favor","Yes","Oppose","About right","Too much","Too much","About right","Bush","Yes"
2227,"Mountain","Male","White","Bachelors","Married","Protestant",NA,"25000-29999","Other party",NA,NA,NA,NA,NA,"Too little","Too much","About right","Too much","Bush",NA
2228,"Mountain","Male","White","Left HS","Married","Protestant","Pretty happy","22500-24999","Ind","Liberal",NA,"Favor","Yes","Favor","Too much","Too little","Too little","Too much",NA,NA
2229,"Mid-Atl","Male","White","HS","Married","Catholic","Pretty happy","22500-24999","Ind","Moderate","Not legal","Favor","No","Favor","Too little","Too much","Too little","Too little",NA,"No"
2230,"Mid-Atl","Male","White","HS","Never Married","Catholic","Very happy","15000-17499","Not Str Dem","Slightly liberal",NA,"Favor","Yes","Favor",NA,NA,NA,NA,"Gore","Yes"
2231,"Mid-Atl","Female","White","HS","Separated","Catholic","Pretty happy",NA,"Ind","Liberal","Not legal","Favor","Yes","Favor",NA,NA,NA,NA,NA,"No"
2232,"Mid-Atl","Male","White","HS","Separated","Catholic",NA,"20000-22499","Ind",NA,NA,NA,NA,NA,"About right","About right","About right","Too little",NA,NA
2233,"Mid-Atl","Female","White","HS","Married","Catholic","Very happy",NA,"Ind","Moderate",NA,"Favor","Yes","Favor","About right","Too little","Too little","Too little","Gore","Yes"
2234,"Mid-Atl","Male","White","Graduate","Married","Catholic","Pretty happy",NA,"Ind, Near Rep","Conservative",NA,"Favor","Yes","Favor","Too little","About right","About right","Too little","Bush","Yes"
2235,"Mid-Atl","Male","White","Left HS","Separated","Catholic","Pretty happy",NA,"Ind, Near Dem","Extremely liberal","Not legal","Favor",NA,NA,NA,NA,NA,NA,NA,NA
